Webmapper code,Webmapper numeric code,ccode,country name,start year,end year,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
cshapes/1422,1422,170,Colombia,1946,2012,2017.036489,2041.95507,2050.372528,2107.337172,2152.841293,2150.104471,2214.436653,2276.61705,2358.455624,2372.758245,2390.636012,2399.973547,2382.560505,2473.468495,2496.814494,2539.857068,2593.785907,2597.227622,2674.903261,2688.808831,2750.064421,2784.250396,2873.681856,2976.452312,3094.216436,3194.2593,3355.248595,3499.379758,3617.679464,3620.601036,3713.288416,3793.264063,4041.681329,4177.124885,4257.256581,4254.602241,4202.472508,4175.224038,4228.65686,4271.749361,4435.657895,4577.217963,4669.466107,4726.096512,4825.742634,4840.186836,4950.210928,5131.017034,5292.598378,5469.755103,5497.027516,5606.695216,5562.83568,5269.378486,5375.205431,5409.494405,5476.339362,5613.902943,5830.76357,6021.956302,6339.936065,6689.753199,6839.710912,6853.822811,7062.504707
cshapes/1560,1560,524,Nepal,1946,2012,,,,,496,505,517,543,549,554,572,566,592,601,607,613,618,623,626,631,663,641,633,649,653,633,640,625,651,647,662,668,682,683,652,637,699,662,708,733,745,754,792,789,825.0760535,853.6981977,862.8102286,869.6129898,914.2581201,918.7413312,940.7814726,953.077764,946.6130893,954.8875285,994.4733216,1025.789231,1003.716824,1016.693271,1036.231562,1053.153391,1076.515918,1097.352293,1133.881099,,
cshapes/1547,1547,887,Yemen,2000,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1502,1502,268,Georgia,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,5932,,,,,,,,,,,,,,,,,7615.812879,6012.55129,3353.437442,2419.982773,2222.306627,2328.894164,2632.829203,2940.227051,3053.177271,3162.405231,3246.35509,3424.585349,3625.610148,4041.711598,4294.080177,4722.503955,5183.107475,5842.27938,5996.858021,5789.484403,6171.484276
cshapes/1562,1562,762,Tajikistan,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095,,,,,,,,,,,,,,,,,3012.898331,2696.355714,1800.208376,1494.535076,1164.130739,1080.443899,824.9462179,824.5849476,851.1727179,864.3592647,918.2572681,988.4771325,1076.049352,1174.672589,1272.178122,1332.346691,1393.915566,1473.928619,1555.824573,1588.146443,1660.780925
cshapes/1558,1558,31,Azerbaijan,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,4434,,,,,,,,,,,,,,,,,4638.575302,4543.168237,3463.05973,2621.812941,2076.766746,1808.796329,1811.96964,1897.162936,2065.009155,2196.417665,2418.700652,2636.605283,2893.067798,3191.842735,3485.470389,4363.845957,5805.474414,7182.653623,7870.788527,8509.496126,8840.59342
cshapes/1411,1411,740,Suriname,1975,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1448,1448,384,Cote d'Ivoire,1960,2012,,,,,1041,1058,1075,1092,1110,1127,1144,1162,1179,1191,1256,1326,1335,1492,1688,1581,1628,1574,1730,1717,1808,1803,1811,1866,1839,1764,1893,1903,2009,1969,2041,2034,1964,1820,1696,1716,1705,1618,1533,1470,1307.353845,1252.847497,1214.090302,1328.360233,1282.578763,1311.549394,1377.820822,1419.072652,1449.073751,1438.538775,1337.191686,1304.508066,1256.636693,1209.55114,1199.681373,1195.594725,1178.996006,1172.201783,1173.78838,1191.964717,1194.903793
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1406,1406,328,Guyana,1966,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1493,1493,566,Nigeria,1961,2012,,,,,753,792,830,831,867,865,821,830,797,808,820,824,846,899,910,944,887,728,699,861,1094,1188,1197,1262,1367,1287,1385,1393,1272,1320,1305,1164,1119,1023,958,1017,1010,976,1046,1085,1112.368711,1077.290392,1054.503356,1049.408481,1032.486494,1003.843806,1028.1889,1031.442682,1034.124671,1013.955957,1041.389939,1097.746987,1295.532187,1391.287278,1497.486134,1536.920703,1590.056231,1656.985758,1710.975723,1783.105782,1876.107333
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1600,1600,376,Israel,1979,2012,,,,,2817,3159,3029,2910,3374,3701,3860,3992,4109,4501,4663,4996,5267,5593,5916,6272,6190,6222,7033,7723,8101,8711,9478,9645,10025,10148,10071,9863,10125,10515,10984,11357,11390,11586,11484,11672,12020,12670,12708,12604,13066.87868,13557.11348,14084.59998,14150.03492,14680.87832,15133.22685,15496.14654,15606.65113,15833.43691,15948.65351,16985.01939,16576.31004,16175.05189,16110.13845,16569.44602,17065.23287,17694.60221,18338.2918,18748.95393,18588.76232,19170.78348
cshapes/1619,1619,360,Indonesia,2002,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1594,1594,276,Germany,1990,2012,2217,2436,2834,3282,3881,4206,4553,4905,5247,5797,6177,6492,6737,7177,7705,7952,8222,8386,8822,9186,9388,9397,9864,10440,10839,11077,11481,11966,12063,12041,12684,13072,13455,13993,14114,14149,14040,14329,14783,15140,15469,15701,16160,16558,15928.8451,16649.5235,16890.56051,16644.68024,17027.78617,17298.81911,17420.22081,17708.52522,18028.88074,18380.04362,18943.51638,19156.6899,19140.37835,19087.57224,19283.67049,19417.05702,20040.62032,20546.93611,20801.43744,19789.84544,20661.44544
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1629,1629,356,India,1949,2012,622,618,617,624,619,623,629,657,672,676,701,680,716,717,753,758,758,779,821,771,762,807,809,845,868,856,834,853,843,897,889,937,966,895,938,977,985,1043,1060,1079,1101,1125,1216,1270,1308.820024,1304.646841,1350.321854,1401.473914,1464.236076,1542.544978,1635.406947,1674.989195,1755.052071,1835.297417,1882.376838,1956.783203,1996.515349,2129.730535,2273.195249,2423.78814,2612.363477,2810.008178,2951.612471,3154.123685,3371.600998
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1453,1453,430,Liberia,1946,2012,,,,,1055,1090,1097,1113,1147,1156,1170,1183,1187,1223,1230,1226,1209,1204,1231,1218,1408,1360,1384,1442,1492,1519,1530,1447,1508,1248,1263,1221,1235,1255,1162,1155,1091,1052,1012,969,968,964,935,918,1060.343211,1255.118694,1213.059439,1193.076338,1228.739539,1261.611177,1254.414641,1160.694127,1050.547201,1009.383845,989.656292,982.8412302,1012.385836,696.7751298,715.5293725,729.4519049,749.6766568,780.9930815,801.5985188,,
cshapes/1649,1649,478,Mauritania,1979,2012,,,,,464,477,490,504,517,531,545,558,572,586,625,722,697,645,827,928,920,938,1006,975,1059,1051,1047,966,1046,962,1020,989,966,991,1009,1026,984,1009,916,921,950,957,969,982,948.0627831,948.8302093,932.1846167,947.9885453,962.4871718,983.5376031,1021.279069,1033.59374,1045.447481,1059.949305,1084.823783,1103.75319,1120.126755,1153.286738,1183.184403,1216.376544,1321.714165,1302.720956,1299.210163,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1488,1488,788,Tunisia,1956,2012,,,,,1115,1106,1220,1244,1249,1164,1223,1159,1291,1217,1343,1436,1379,1556,1589,1653,1654,1605,1735,1760,1827,1982,2287,2221,2343,2446,2569,2592,2700,2811,2944,3030,2957,3039,3068,3161,3037,3164,3099,3151,3335.399665,3401.755625,3601.249262,3615.713674,3669.121684,3698.642931,3907.836147,4066.464005,4217.409147,4422.188365,4563.55452,4734.230959,4764.781085,4973.518886,5215.76023,5370.576744,5618.719173,5911.424528,6116.971728,6243.827951,6374.394715
cshapes/1486,1486,140,Central African Republic,1960,2012,,,,,772,790,809,827,845,864,881,899,917,934,925,943,901,881,878,866,843,858,847,872,891,844,808,828,787,782,795,838,831,764,737,728,722,661,686,673,670,638,632,638,642.4173042,620.5152514,564.3807837,549.1627257,568.8319877,585.4148475,530.2078973,558.5849398,567.5290888,575.9154986,574.835309,568.25671,557.0541359,506.5725727,505.993413,510.1014218,521.2600807,532.2811376,535.7387953,,
cshapes/1429,1429,670,St. Vincent and the Grenadines,1979,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1425,1425,52,Barbados,1966,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1585,1585,24,Angola,1975,2012,,,,,1052,1076,1101,1126,1079,1148,1110,1197,1241,1225,1253,1396,1335,1380,1510,1596,1660,1727,1672,1691,1768,1728,1712,1789,1711,1073,954,941,960,958,961,923,862,808,790,779,694,760,853,853,868.0653906,853.7766358,781.7052682,576.2021921,565.9229622,630.6280181,734.2308546,752.5064903,731.0056501,733.6681836,736.4002932,741.1029994,825.4988259,824.9786914,885.2306488,1034.863019,1213.878266,1445.395246,1599.10097,1591.865397,1600.006172
cshapes/1424,1424,484,Mexico,1946,2012,2210.584525,2221.439376,2247.949868,2304.364169,2365.019284,2477.383186,2503.987733,2439.087348,2605.141138,2742.400117,2842.818714,2964.740121,3025.099223,3016.437911,3155.202619,3172.112421,3210.949215,3342.558268,3593.684233,3701.974279,3812.532565,3922.404571,4072.57421,4185.48456,4319.645997,4364.887462,4601.933535,4852.590122,5012.783638,5158.34022,5243.767097,5293.273636,5595.136853,5967.568432,6320.394056,6716.835077,6513.722942,6087.574451,6162.455375,6194.114741,5834.278719,5817.941858,5770.879434,5898.832481,6084.910965,6226.387975,6333.470963,6339.152999,6503.91349,6001.468879,6209.246686,6526.269368,6753.857331,6915.792332,7274.99279,7177.764251,7146.148129,7159.005577,7362.219117,7514.346218,7802.888109,7972.486518,7977.506516,7391.759093,7715.665029
cshapes/1419,1419,858,Uruguay,1946,2012,4083.056478,4312.558575,4405.092593,4503.656307,4659.397751,4954.882009,4956.579441,5138.533749,5390.791365,5351.581889,5360.169758,5332.873669,5402.349445,4859.676588,4960.155577,5036.286067,4858.250983,4819.705552,4858.068561,4859.767416,4974.263259,4720.621092,4747.160833,4990.972065,5184.05374,5130.143147,4944.997855,4974.392359,5123.294129,5417.018284,5601.537924,5628.690518,5888.160166,6214.824983,6554.607509,6873.244382,5971.698113,5583.138173,5487.034574,5559.760956,6014.846585,6453.263365,6413.298566,6454.015544,6464.630225,6664.045843,7163.186706,7324.363375,7824.629308,7679.497394,8071.734918,8434.4317,8775.832635,8494.072026,8340.856995,8030.074449,7121.273418,7255.884426,8094.064997,8613.143942,8968.144368,9603.646232,10405.44179,10650.09502,11526.32749
cshapes/1410,1410,218,Ecuador,1946,2012,1288.946305,1391.548995,1539.410517,1523.708517,1607.410041,1606.370574,1746.520167,1760.745193,1877.025748,1911.557747,1922.157117,1940.66502,1939.0665,1975.265963,2026.010256,2068.779367,2107.818462,2089.60855,2178.762887,2184.067847,2171.578906,2252.69277,2274.32473,2259.110336,2334.892521,2409.285567,2677.05389,3258.336169,3369.622109,3456.171213,3667.737016,3796.856629,3933.132626,4026.689368,4108.574764,4154.724807,4091.070357,3870.712196,3928.315988,3994.85382,4015.772105,3682.369726,3971.32747,3888.37015,3902.582273,4061.177842,4074.285969,4010.445726,4108.741391,4058.870314,4076.934155,4115.106504,4096.734362,3809.399176,3911.081132,4037.614656,4111.501425,4165.90639,4433.728793,4587.529058,4717.54451,4739.467957,5004.960127,4947.713939,5049.554413
cshapes/1473,1473,496,Mongolia,1946,2012,,,,,435,447,462,476,490,505,520,536,552,569,586,603,621,640,659,679,699,720,742,764,787,811,835,860,886,912,939,968,997,1027,1058,1115,1175,1210,1247,1282,1364,1374,1405,1403,1332.10735,1180.858552,1046.612659,997.5895118,1003.062506,1046.161039,1050.162074,1073.556753,1092.767899,1075.465994,1059.030535,1043.087925,1027.85408,1013.259657,1062.109697,1046.757251,1031.493916,1016.33384,1001.308042,,
cshapes/1465,1465,226,Equatorial Guinea,1968,2012,,,,,540,561,572,587,610,620,636,648,660,687,746,806,887,1006,1145,1285,1322,1393,1424,1364,1309,1186,1023,1065,1128,1294,1452,1458,1572,1541,1477,1424,1412,1395,1678,1399,1421,1466,1530,1550,1552.14228,1581.112652,1703.977308,1761.594268,1800.006273,1998.916081,2509.009625,4177.142781,4951.945869,6805.741114,7676.766033,10477.96189,11154.76492,12824.50782,16415.94806,17506.06454,17243.35953,20361.37608,22048.50606,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1530,1530,246,Finland,1946,2012,3683,3717,3957,4143,4253,4571,4674,4652,5002,5197,5295,5490,5474,5754,6230,6658,6819,6994,7307,7670,7824,7947,8093,8878,9577,9765,10448,11085,11361,11441,11358,11355,11559,12332,12949,13134,13485,13767,14107,14522,14819,15382,16088,16946,16866.37534,15767.88816,15136.11477,14942.82753,15424.26918,15976.98765,16496.66915,17472.30354,18306.52538,18981.00269,19950.89192,20360.39156,20683.00071,21053.13763,21879.09315,22478.60414,23434.46745,24651.34028,24694.05787,22561.73956,23290.48329
cshapes/1454,1454,694,Sierra Leone,1961,2012,,,,,656,685,697,714,744,760,777,795,807,841,856,858,884,886,883,932,976,955,1032,1109,1129,1101,1072,1087,1113,1125,1070,1065,1048,1087,1116,1162,1157,1117,1108,1054,995,1023,1026,1025,1025.68956,918.9608429,844.8806016,855.0847335,865.0843829,766.0556948,568.7115085,454.3234779,441.4891219,403.530756,409.293687,457.630727,553.1665149,572.2741092,595.9318763,623.5444459,640.3150683,665.7608894,686.4424362,,
cshapes/1520,1520,250,France,1946,2012,3855,4138,4393,4946,5186,5461,5564,5684,5915,6199,6448,6762,6855,6979,7398,7718,8067,8363,8819,9165,9544,9907,10267,10886,11410,11845,12264,12824,13113,12957,13466,13913,14240,14634,14766,14840,15132,15245,15382,15530,15833,16158,16790,17300,17647.00523,17724.13539,17879.52249,17666.01847,17978.19967,18261.96131,18373.41769,18690.44426,19233.28587,19771.39217,20391.87707,20648.03442,20719.52566,20789.04693,21193.39975,21450.00068,21841.59189,22202.17253,22057.35045,21244.20731,21477.4774
cshapes/1591,1591,266,Gabon,1960,2012,,,,,3108,3204,3302,3401,3504,3611,3718,3827,3939,4052,4184,4639,4725,4832,4851,4860,5003,5130,5176,5518,5869,6332,6892,7289,9544,9406,12340,9529,6721,6659,6777,6541,6211,6105,6142,5818,5356,4546,4542,4637,4797.011781,4971.236692,4680.754222,4666.34368,4710.749598,4815.422823,4858.304759,5002.040925,5042.469955,4052.199353,3844.135005,3819.867408,3728.01773,3732.488483,3685.836829,3711.42589,3675.00659,3801.020426,3811.332641,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1626,1626,760,Syria,1967,2012,,,,,2409,2264,2786,3084,3453,3039,3508,3627,3039,3062,3023,3168,3796,3673,3637,3512,3139,3291,3306,3801,3540,3759,4544,4017,4821,5570,5976,5705,5998,6010,6508,6891,6786,6638,6143,6290,5772,5681,6219,5480,5700.684703,6100.798479,6712.472647,7012.989197,7203.043287,7390.21012,7406.845999,7133.511797,7334.625794,6924.693164,6906.274925,6984.925006,7219.478482,6906.542008,7211.710583,7484.216488,7552.640942,7527.379813,7555.624948,7841.251213,7951.963103
cshapes/1637,1637,499,Montenegro,2006,2012,,,,,,,1119.131315,984.8522971,992.4594021,1317.411331,1195.795969,1333.194368,1300.068846,1380.495364,1529.580637,1832.975168,1786.366155,2018.03126,2341.039504,2384.833463,2476.989141,2506.213237,2610.056693,2852.32074,3047.122271,3132.838037,3265.594879,3223.052869,3384.195271,3458.319215,3601.384303,3951.327265,4130.0091,4091.569516,5013.790219,4790.278911,4887.336395,4773.772209,4910.893859,4896.324708,5031.761701,4762.832716,4579.082553,4566.316918,4143.776611,,,2873.167712,2919.138395,3330.736909,4253.351033,4534.072201,4667.784786,4178.697042,4298.823856,4330.285641,4489.024645,4714.262422,5011.004255,5327.052183,6260.180116,6930.019389,7408.190727,7214.165362,7324.412742
cshapes/1642,1642,404,Kenya,1963,2012,,,,,651,771,667,633,687,718,736,738,725,720,726,686,701,714,758,743,812,826,857,881,915,941,956,970,981,942,943,991,1039,1036,1051,1033,1054,1021,1000,1006,1040,1065,1092,1105,1117.258873,1096.005627,1044.90815,1011.405194,1011.844482,1028.967266,1044.343191,1021.787893,1031.416573,1031.984834,1013.353409,1033.647945,1008.176869,1007.222369,1023.586856,1053.320755,1086.957564,1128.998955,1112.576804,1109.416624,1140.748005
cshapes/1651,1651,728,South Sudan,2011,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1544,1544,795,Turkmenistan,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,4826,,,,,,,,,,,,,,,,,3635.866594,3384.702892,2813.152295,2791.411294,2258.947395,2064.513598,2168.292235,1894.528199,1999.662109,2296.060497,2387.930936,2458.704056,2433.160449,2483.247906,2565.447526,2865.285607,3142.257127,3449.622195,3913.184032,4104.257136,4431.91594
cshapes/1512,1512,108,Burundi,1962,2012,,,,,360,374,379,388,402,408,416,424,428,445,444,372,397,407,420,425,433,462,447,434,540,571,519,554,542,535,566,622,600,583,603,642,625,630,614,672,684,695,703,697,704.617689,722.5801164,706.0241054,685.1646921,654.0345295,566.8745134,517.3043784,517.6041177,529.4331404,508.994744,495.9769889,492.3419752,498.9262333,477.3969374,482.556905,469.5060924,475.3977346,474.9416156,479.1160516,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1451,1451,288,Ghana,1957,2012,,,,,1122,1134,1084,1202,1317,1200,1236,1241,1187,1321,1378,1388,1416,1424,1414,1393,1354,1339,1318,1325,1424,1491,1402,1397,1455,1247,1178,1181,1260,1210,1157,1142,1042,933,960,978,988,1007,1034,1057,1062.165073,1091.542336,1112.275037,1135.881573,1148.784422,1174.624528,1207.333623,1248.447397,1288.211918,1323.237541,1351.807141,1384.455036,1418.71032,1459.31422,1504.197169,1560.282091,1619.275169,1685.937482,1788.67444,1819.960353,1922.39113
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1449,1449,591,Panama,1946,2012,2155,2200,2024,2031,1916,1851,1901,1969,1993,2055,2108,2270,2241,2322,2391,2574,2710,2882,2920,3085,3219,3388,3531,3699,3814,4010,4109,4248,4230,4196,4162,4097,4419,4510,5082,5186,5362,5292,5164,5295,5360,5383,4455,4352,4466,4773,5064,5230,5288,5286,5309,5433,5543,5618,5655,5587,5615,5731,5870,5942,6099,6410,6675,,
cshapes/1533,1533,428,Latvia,1991,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,7846,,,,,,,,,,,,,,,,,9916.31595,8707.016531,5992.121168,5412.8253,5624.327827,5656.492538,5964.723527,6572.999667,6995.876793,7267.347911,7741.538941,8373.754892,9047.944415,9807.868477,10753.65844,11925.25674,13345.73622,14723.63606,14332.6371,11865.09971,11897.55948
cshapes/1440,1440,192,Cuba,1946,2012,1893.431236,2120.535714,1842.444951,1958.225028,2046.22565,2175.567149,2206.632481,1900.372944,1956.722191,2004.981582,2144.500685,2406.353979,2362.836457,2066.836056,2051.881188,2050.042052,2046.351904,2031.589436,2009.386156,1988.369657,2051.265097,2247.604595,2079.929908,2020.888611,1917.41625,2036.535606,2095.603072,2245.106431,2324.080785,2404.286554,2438.618961,2520.238021,2649.670522,2694.60307,2644.46971,2847.412601,2890.116724,2945.450865,3022.458392,3049.274786,3027.799685,2982.088676,3010.091209,2990.776326,2957.005612,2589.85958,2215.581743,1848.05424,1876.999908,1931.52324,2090.542522,2151.661797,2170.288208,2306.523116,2421.754007,2482.430979,2509.863429,2595.003112,2735.559887,3031.785273,3387.871854,3624.978059,3763.655462,,
cshapes/1648,1648,504,Morocco,1979,2012,,,,,1455,1458,1460,1468,1476,1483,1451,1420,1389,1358,1329,1341,1354,1367,1381,1394,1436,1480,1524,1570,1616,1665,1669,1694,1751,1831,1992,2050,2069,2122,2272,2169,2337,2262,2294,2374,2495,2378,2558,2555,2590.761764,2720.305188,2565.825303,2496.463736,2708.932744,2489.623055,2750.0284,2648.386405,2810.755068,2786.834577,2793.850032,2966.385696,3026.343201,3178.046747,3290.703772,3349.113851,3567.620809,3622.632821,3782.256223,3925.687931,4026.887812
cshapes/1408,1408,76,Brazil,1960,2012,1500.919409,1517.878525,1596.229078,1659.260572,1671.722669,1702.101909,1752.235235,1784.168521,1847.598649,1925.743424,1896.435994,1994.121509,2111.213041,2221.001315,2334.855201,2437.273832,2510.961753,2463.232634,2472.177604,2448.391865,2526.735226,2553.97447,2704.245082,2859.841815,3056.71891,3278.47148,3537.878938,3880.121337,4080.936505,4187.382324,4469.619992,4565.360706,4678.40658,4889.959284,5195.033328,4849.569814,4762.826673,4498.143377,4643.22675,4913.962528,5201.660532,5269.529529,5154.552248,5223.679696,4920.05689,4887.812358,4782.211206,4937.484734,5144.890969,5280.435551,5313.327994,5411.327741,5333.894962,5269.867102,5417.94332,5412.25528,5481.246625,5472.388031,5713.413165,5824.471363,5987.808635,6284.52609,6542.011779,6456.963855,6879.054862
cshapes/1438,1438,44,Bahamas,1973,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1433,1433,214,Dominican Republic,1946,2012,,,,,1027,1117,1172,1123,1150,1183,1260,1296,1320,1284,1302,1232,1394,1437,1484,1259,1384,1387,1349,1453,1561,1680,1837,2005,2067,2111,2198,2250,2248,2289,2372,2413,2400,2450,2403,2292,2310,2432,2397,2647,2471.128053,2445.716872,2652.129976,2793.845965,2809.515627,2912.35182,3064.741944,3252.017917,3419.493271,3586.452455,3725.016149,3728.73134,3879.984651,3809.394107,3801.337526,4093.584776,4466.781505,4777.889533,4959.572433,5060.671233,5379.087363
cshapes/1485,1485,120,Cameroon,1961,2012,,,,,671,687,704,720,737,754,771,788,805,822,832,829,840,857,872,874,898,905,946,973,982,990,1011,1003,1024,1052,1044,1070,1094,1120,1192,1351,1416,1471,1537,1622,1683,1550,1435,1268,1211.073247,1132.53477,1067.91467,1006.516017,955.9738755,962.9534608,986.333198,1011.58142,1037.412266,1057.73026,1076.170042,1098.698276,1115.226749,1132.419108,1147.631536,1147.551165,1157.935899,1170.434952,1173.894515,1170.981975,1179.336742
cshapes/1583,1583,710,South Africa,1990,2012,2311,2288,2414,2396,2535,2591,2619,2675,2763,2830,2914,2951,2939,2995,3041,3092,3179,3321,3450,3559,3615,3760,3819,3946,4045,4135,4109,4175,4299,4271,4267,4155,4174,4232,4390,4480,4323,4112,4186,4006,3912,3897,3964,3956,3833.765591,3715.233672,3564.052543,3533.150581,3584.298092,3646.403612,3753.134555,3802.738087,3769.523033,3809.509532,3920.424462,3982.407492,4083.610569,4159.830978,4306.177361,4490.400971,4698.274641,4913.662026,5048.08666,4943.150083,5080.12159
cshapes/1573,1573,116,Cambodia,1953,2012,,,,,482,486,504,497,542,518,572,594,608,650,671,647,680,712,674,687,700,717,730,722,647,615,577,777,658,580,643,717,810,831,828,816,852,886,926,966,990,935,924,913,881.2604539,914.9821905,937.1253549,931.3223648,984.5789304,1024.543529,1055.808785,1092.903526,1125.711696,1245.078512,1328.573666,1408.878805,1485.175642,1587.618948,1726.501053,1927.700489,2103.489325,2281.135368,2392.221547,2352.2919,2449.888926
cshapes/1559,1559,410,South Korea,1949,2012,,,,,853.8902207,787.0210411,835.2758418,1071.676294,1123.956175,1168.856442,1148.869232,1205.666909,1233.829293,1242.75931,1226.389134,1246.591589,1245.178567,1315.518882,1389.651229,1436.335133,1569.336866,1644.651688,1812.050068,2040.007608,2167.333519,2332.360186,2456.469184,2824.259678,3015.248472,3161.701766,3476.408254,3774.591064,4063.913126,4294.026749,4114.101353,4301.861943,4557.290342,5006.965673,5374.622581,5670.391609,6262.968894,6915.909855,7620.589565,8027.303352,8704.425109,9446.109833,9877.381087,10391.16967,11198.5704,12094.23728,12859.85233,13500.53386,12634.33699,13889.5843,14997.53538,15481.41891,16497.60905,16881.93815,17588.9313,18227.3189,19124.08454,20047.7928,20453.78022,20464.31804,21700.85576
cshapes/1639,1639,840,United States,1946,2012,9197,8886,9065,8944,9561,10116,10316,10613,10359,10897,10914,10920,10631,11230,11328,11402,11905,12242,12773,13419,14134,14330,14863,15179,15030,15304,15944,16689,16491,16284,16975,17567,18373,18789,18577,18856,18325,18920,20123,20717,21236,21788,22499,23059,23200.56031,22832.79005,23284.98188,23640.11258,24312.78896,24637.32986,25263.10165,26074.23942,26893.45086,27869.81203,28701.93432,28726.09432,28976.93019,29458.92251,30199.80086,30841.6455,31357.53959,31654.92675,31251.26649,29898.64422,30491.34438
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cshapes/1580,1580,174,Comoros,1975,2012,,,,,560,581,587,598,619,625,635,645,649,671,712,703,749,887,932,913,984,999,973,963,1009,1154,1032,889,1055,804,692,624,627,624,643,664,674,683,687,690,690,701,712,694,685.0974982,629.9024992,663.911864,663.996608,610.3496075,643.8528152,616.8080185,624.8556205,611.6432632,605.7787732,580.6859699,576.738977,572.6650072,570.0552053,576.457241,583.6477388,572.775793,559.4468504,549.3491852,,
nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
