"ID","oldid","country","side_a","side_b","cow","incompatibility","terr","begin","end","type","identity","radius","confarea","landarea","confland","rel_scope","distance","maxdist","mindist","disper","pop2000","resource","mountain","forest","border","mindisx","lnmndist","confarex","ln_abs_scope","ln_land_area","lnpop","lnconpro","duration","distx","location","mountx","frstx","lnmountx","lnfrstx","diamond","diadist","gold","golddist","oil","oildist","roadpave","roadtot","pavetot","paveland","roadland","disxsqr","mndisxsq","stabilit","rulelaw","nocorrup","lnd100km","pop100km","lnd100cr","pop100cr","landlock","ciffob95","coastden","intden","densdiff"
481,NA,"Liberia","Liberia","NPFL, Burkina Faso, INPFL",450,2,"",1989,1995,4,0,250,200,99,202,100,95,345,0,0.689999997615814,3,1,1,48,1,1,0,200,5.29831743240356,4.59511995315552,1.0986123085022,1.15303134918213,7,95,4.55387687683105,1,48,0,3.8712010383606,1,221,0,NA,0,NA,0.600000023841858,10.6000003814697,5.66037750244141,0.60606062412262,10.707070350647,9025,1,-0.949999988079071,-1.28999996185303,-1.04999995231628,54,61,68,70,0,NA,32,24,8
482,319,"Liberia","Liberia","Ulimo-J",450,2,"",1996,1996,3,0,50,10,99,10,10,0,50,0,0.689999997615814,3,1,1,48,0,1,0,10,2.30258512496948,4.59511995315552,1.0986123085022,0.501093566417694,1,5,1.60943794250488,1,48,0,3.8712010383606,0,NA,0,NA,0,NA,0.600000023841858,10.6000003814697,5.66037750244141,0.60606062412262,10.707070350647,25,1,-0.949999988079071,-1.28999996185303,-1.04999995231628,54,61,68,70,0,NA,32,24,8
483,7069,"Liberia","Liberia","LURD",450,2,"",2000,2000,3,0,100,30,99,30,30,158,258,58,0.689999997615814,3,1,1,48,1,58,4.06044292449951,30,3.40119743347168,4.59511995315552,1.0986123085022,0.74017596244812,1,158,5.06259489059448,1,48,0,3.8712010383606,1,55,0,NA,0,NA,0.600000023841858,10.6000003814697,5.66037750244141,0.60606062412262,10.707070350647,24964,3364,-0.949999988079071,-1.28999996185303,-1.04999995231628,54,61,68,70,0,NA,32,24,8
490,320,"Madagascar","Madagascar","Monima National Independence Movement",580,2,"",1971,1971,3,0,300,280,582,48,48,580,880,280,0.610000014305115,16,1,33,40,0,280,5.63478946685791,280,5.63478946685791,6.36647033691406,2.7725887298584,0.885072767734528,1,580,6.36302804946899,33,40,3.49650764465332,3.68887948989868,0,NA,0,NA,0,NA,5.69999980926514,49.7999992370605,11.445782661438,0.979381442070007,8.55670070648193,336400,78400,-0.790000021457672,-0.829999983310699,-0.469999998807907,57,47,57,47,0,1.20000004768372,19,29,-10
500,321,"Malaysia","Malaysia","CCO",820,1,"North Borneo",1963,1966,3,0,200,125,329,38,38,1263,1463,1063,0.759999990463257,23,0,15,68,1,1063,6.96885061264038,125,4.82831382751465,5.79605770111084,3.13549423217773,0.833034098148346,4,1263,7.14124488830566,15,68,2.70805025100708,4.21950769424438,0,NA,0,NA,0,NA,48.7000007629395,64.5999984741211,75.3869934082031,14.8024320602417,19.6352577209473,1595169,1129969,0.550000011920929,0.829999983310699,0.629999995231628,79,91,80,91,0,1.11000001430511,70,28,42
501,322,"Malaysia","Malaysia","Communist Party of Malaya",820,2,"",1958,1960,3,0,200,125,329,38,38,151,351,0,0.759999990463257,23,0,15,68,0,1,0,125,4.82831382751465,5.79605770111084,3.13549423217773,0.833034098148346,3,151,5.01727962493896,15,68,2.70805025100708,4.21950769424438,0,NA,0,NA,0,NA,48.7000007629395,64.5999984741211,75.3869934082031,14.8024320602417,19.6352577209473,22801,1,0.550000011920929,0.829999983310699,0.629999995231628,79,91,80,91,0,1.11000001430511,70,28,42
502,323,"Malaysia","Malaysia","CPM",820,2,"",1974,1975,3,0,200,125,329,38,38,151,351,0,0.759999990463257,23,0,15,68,0,1,0,125,4.82831382751465,5.79605770111084,3.13549423217773,0.833034098148346,2,151,5.01727962493896,15,68,2.70805025100708,4.21950769424438,0,NA,0,NA,0,NA,48.7000007629395,64.5999984741211,75.3869934082031,14.8024320602417,19.6352577209473,22801,1,0.550000011920929,0.829999983310699,0.629999995231628,79,91,80,91,0,1.11000001430511,70,28,42
503,324,"Malaysia","Malaysia","CPM",820,2,"",1981,1981,3,0,200,125,329,38,38,151,351,0,0.759999990463257,23,0,15,68,0,1,0,125,4.82831382751465,5.79605770111084,3.13549423217773,0.833034098148346,1,151,5.01727962493896,15,68,2.70805025100708,4.21950769424438,0,NA,0,NA,0,NA,48.7000007629395,64.5999984741211,75.3869934082031,14.8024320602417,19.6352577209473,22801,1,0.550000011920929,0.829999983310699,0.629999995231628,79,91,80,91,0,1.11000001430511,70,28,42
510,326,"Mali","Mali","FIAA",432,1,"Air and Azawad",1994,1994,3,1,500,785,1220,64,64,1029,1529,529,0.769999980926514,11,0,0,10,1,529,6.27098846435547,785,6.66568374633789,7.10660600662231,2.39789533615112,0.937955975532532,1,1029,6.93634271621704,1,10,0,2.30258512496948,0,NA,0,NA,0,NA,1.79999995231628,15.1000003814697,11.9205293655396,0.147540986537933,1.23770487308502,1058841,279841,-0.28999999165535,-0.469999998807907,-0.479999989271164,0,0,0,0,1,1.42999994754791,0,8,-8
511,327,"Mali","Mali","MPA",432,1,"Air and Azawad",1990,1990,3,1,500,785,1220,64,64,1029,1529,529,0.769999980926514,11,0,0,10,1,529,6.27098846435547,785,6.66568374633789,7.10660600662231,2.39789533615112,0.937955975532532,1,1029,6.93634271621704,1,10,0,2.30258512496948,0,NA,0,NA,0,NA,1.79999995231628,15.1000003814697,11.9205293655396,0.147540986537933,1.23770487308502,1058841,279841,-0.28999999165535,-0.469999998807907,-0.479999989271164,0,0,0,0,1,1.42999994754791,0,8,-8
520,329,"Mexico","Mexico","EZLN",70,2,"",1994,1994,3,1,150,70,1909,4,4,703,853,553,0.759999990463257,98,0,31,26,1,553,6.31535816192627,70,4.24849510192871,7.55433464050293,4.58496761322021,0.562391698360443,1,703,6.55535697937012,31,26,3.43398714065552,3.25809645652771,0,NA,0,NA,0,NA,96.1999969482422,323.899993896484,29.7005252838135,5.03928756713867,16.9669990539551,494209,305809,-0.349999994039536,-0.469999998807907,-0.280000001192093,37,30,37,30,0,1.04999995231628,37,52,-15
530,330,"Moldova","Moldova","Dniestr Republic",359,1,"Dniestr",1992,1992,3,1,50,10,33,30,30,48,98,0,0.330000013113022,4,0,0,NA,0,1,0,10,2.30258512496948,3.49650764465332,1.3862943649292,0.658538579940796,1,48,3.8712010383606,1,NA,0,NA,0,NA,0,NA,0,NA,13.8999996185303,20,69.5,42.1212120056152,60.6060600280762,2304,1,-0.200000002980232,-0.0199999995529652,-0.389999985694885,7,7,100,100,1,NA,125,132,-7
540,331,"Morocco","Morocco","Frente Polisario",600,1,"Western Sahara",1989,1989,3,1,200,125,446,28,28,976,1176,776,0.829999983310699,29,0,46,20,1,776,6.65415239334106,125,4.82831382751465,6.10031890869141,3.36729574203491,0.791485488414764,1,976,6.88346242904663,46,20,3.82864141464233,2.99573230743408,0,NA,0,NA,0,NA,30.2000007629395,57.7999992370605,52.2491340637207,6.77130031585693,12.959641456604,952576,602176,0.0900000035762787,0.680000007152557,0.129999995231628,37,63,38,63,0,1.10000002384186,102,35,67
541,332,"Morocco","Morocco, Mauritania","POLISARIO",600,1,"Western Sahara",1975,1979,4,1,400,500,446,112,100,1217,1617,817,0.829999983310699,29,0,46,20,1,817,6.70563888549805,500,6.21460819244385,6.10031890869141,3.36729574203491,1.0187349319458,5,1217,7.10414409637451,46,20,3.82864141464233,2.99573230743408,0,NA,0,NA,0,NA,30.2000007629395,57.7999992370605,52.2491340637207,6.77130031585693,12.959641456604,1481089,667489,0.0900000035762787,0.680000007152557,0.129999995231628,37,63,38,63,0,1.10000002384186,102,35,67
542,333,"Morocco","Morocco","POLISARIO",600,1,"Western Sahara",1981,1988,3,1,400,500,446,112,100,1217,1617,817,0.829999983310699,29,0,46,20,1,817,6.70563888549805,500,6.21460819244385,6.10031890869141,3.36729574203491,1.0187349319458,8,1217,7.10414409637451,46,20,3.82864141464233,2.99573230743408,0,NA,0,NA,0,NA,30.2000007629395,57.7999992370605,52.2491340637207,6.77130031585693,12.959641456604,1481089,667489,0.0900000035762787,0.680000007152557,0.129999995231628,37,63,38,63,0,1.10000002384186,102,35,67
543,7052,"Morocco","Morocco","Mil.Faction",600,2,"",1971,1971,3,0,50,10,446,2,2,0,50,0,0.829999983310699,29,0,46,20,0,1,0,10,2.30258512496948,6.10031890869141,3.36729574203491,0.377453237771988,1,5,1.60943794250488,46,20,3.82864141464233,2.99573230743408,0,NA,0,NA,0,NA,30.2000007629395,57.7999992370605,52.2491340637207,6.77130031585693,12.959641456604,25,1,0.0900000035762787,0.680000007152557,0.129999995231628,37,63,38,63,0,1.10000002384186,102,35,67
550,NA,"Mozambique","Mozambique","Renamo",541,2,"",1976,1992,3,0,700,1540,784,196,100,706,1406,6,0.620000004768372,18,1,2,22,1,6,1.7917594909668,1540,7.33953762054443,6.66440916061401,2.89037179946899,1.1013035774231,17,706,6.55961513519287,2,22,0.6931471824646,3.09104251861572,0,NA,0,NA,0,NA,5.59999990463257,30.3999996185303,18.4210529327393,0.714285731315613,3.87755107879639,498436,36,-0.529999971389771,-1.04999995231628,-0.540000021457672,29,40,33,46,0,NA,29,17,12
560,351,"Nepal","Nepal","CPN-M/UPF",790,2,"",1997,2000,3,1,200,125,143,87,87,355,555,155,0.509999990463257,24,0,74,40,0,155,5.0434250831604,125,4.82831382751465,4.96284484863281,3.178053855896,0.972892343997955,4,355,5.87211799621582,74,40,4.30406522750854,3.68887948989868,0,NA,0,NA,0,NA,4,13.1999998092651,30.3030300140381,2.79720282554626,9.23076915740967,126025,24025,NA,-0.560000002384186,NA,0,0,0,0,1,1.04999995231628,0,157,-157
561,352,"Nepal","Nepal","Nepali Congress",790,2,"",1960,1962,3,0,400,500,143,350,100,87,487,0,0.509999990463257,24,0,74,40,0,1,0,500,6.21460819244385,4.96284484863281,3.178053855896,1.2522269487381,3,87,4.46590805053711,74,40,4.30406522750854,3.68887948989868,0,NA,0,NA,0,NA,4,13.1999998092651,30.3030300140381,2.79720282554626,9.23076915740967,7569,1,NA,-0.560000002384186,NA,0,0,0,0,1,1.04999995231628,0,157,-157
570,NA,"Nicaragua","Nicaragua","Contras, FDN",93,2,"",1981,1989,3,0,250,200,121,165,100,168,418,0,0.699999988079071,5,0,9,26,1,1,0,200,5.29831743240356,4.79579067230225,1.60943794250488,1.10478496551514,9,168,5.12396383285522,9,26,2.19722461700439,3.25809645652771,0,NA,1,0,0,NA,1.79999995231628,16.2999992370605,11.0429449081421,1.48760330677032,13.4710741043091,28224,1,-0.319999992847443,-0.730000019073486,-0.839999973773956,63,75,63,75,0,NA,43,24,19
571,356,"Nicaragua","Nicaragua","FSLN",93,2,"",1978,1979,3,0,250,200,121,165,100,168,418,0,0.699999988079071,5,0,9,26,1,1,0,200,5.29831743240356,4.79579067230225,1.60943794250488,1.10478496551514,2,168,5.12396383285522,9,26,2.19722461700439,3.25809645652771,0,NA,1,0,0,NA,1.79999995231628,16.2999992370605,11.0429449081421,1.48760330677032,13.4710741043091,28224,1,-0.319999992847443,-0.730000019073486,-0.839999973773956,63,75,63,75,0,NA,43,24,19
580,357,"Niger","Niger","CRA",436,1,"Air and Azawad",1994,1994,3,1,400,500,1267,39,39,953,1353,553,0.819999992847443,11,1,2,2,1,553,6.31535816192627,500,6.21460819244385,7.14440727233887,2.39789533615112,0.869856357574463,1,953,6.85961484909058,2,2,0.6931471824646,0.6931471824646,0,NA,0,NA,0,NA,0.699999988079071,10.1000003814697,6.93069314956665,0.0552486181259155,0.797158658504486,908209,305809,-0.759999990463257,-1.13999998569489,-1.57000005245209,0,0,0,0,1,1.16999995708466,0,7,-7
581,358,"Niger","Niger","FLAA",436,1,"Air and Azawad",1990,1992,3,1,400,500,1267,39,39,953,1353,553,0.819999992847443,11,1,2,2,1,553,6.31535816192627,500,6.21460819244385,7.14440727233887,2.39789533615112,0.869856357574463,3,953,6.85961484909058,2,2,0.6931471824646,0.6931471824646,0,NA,0,NA,0,NA,0.699999988079071,10.1000003814697,6.93069314956665,0.0552486181259155,0.797158658504486,908209,305809,-0.759999990463257,-1.13999998569489,-1.57000005245209,0,0,0,0,1,1.16999995708466,0,7,-7
582,359,"Niger","Niger","UFRA",436,1,"Air and Azawad",1997,1997,3,1,400,500,1267,39,39,953,1353,553,0.819999992847443,11,1,2,2,1,553,6.31535816192627,500,6.21460819244385,7.14440727233887,2.39789533615112,0.869856357574463,1,953,6.85961484909058,2,2,0.6931471824646,0.6931471824646,0,NA,0,NA,0,NA,0.699999988079071,10.1000003814697,6.93069314956665,0.0552486181259155,0.797158658504486,908209,305809,-0.759999990463257,-1.13999998569489,-1.57000005245209,0,0,0,0,1,1.16999995708466,0,7,-7
583,360,"Niger","Niger","FARS",436,1,"Toubou",1997,1997,3,1,500,785,1267,62,62,1266,1766,766,0.819999992847443,11,0,2,2,1,766,6.64118194580078,785,6.66568374633789,7.14440727233887,2.39789533615112,0.932993233203888,1,1266,7.14361763000488,2,2,0.6931471824646,0.6931471824646,0,NA,0,NA,0,NA,0.699999988079071,10.1000003814697,6.93069314956665,0.0552486181259155,0.797158658504486,1602756,586756,-0.759999990463257,-1.13999998569489,-1.57000005245209,0,0,0,0,1,1.16999995708466,0,7,-7
584,361,"Niger","Niger","FDR",436,1,"Toubou",1996,1996,3,1,500,785,1267,62,62,1266,1766,766,0.819999992847443,11,0,2,2,1,766,6.64118194580078,785,6.66568374633789,7.14440727233887,2.39789533615112,0.932993233203888,1,1266,7.14361763000488,2,2,0.6931471824646,0.6931471824646,0,NA,0,NA,0,NA,0.699999988079071,10.1000003814697,6.93069314956665,0.0552486181259155,0.797158658504486,1602756,586756,-0.759999990463257,-1.13999998569489,-1.57000005245209,0,0,0,0,1,1.16999995708466,0,7,-7
590,362,"Nigeria","Nigeria","Republic of Biafra",475,1,"Biafra",1967,1970,3,1,400,500,911,55,55,514,914,114,0.550000011920929,127,0,2,16,1,114,4.73619842529297,500,6.21460819244385,6.81454277038574,4.84418725967407,0.911962628364563,4,514,6.24222326278687,2,16,0.6931471824646,2.7725887298584,0,NA,0,NA,1,313,60,194.300003051758,30.8800830841064,6.58616924285889,21.3282108306885,264196,12996,-1.04999995231628,-1.10000002384186,-0.949999988079071,10,24,13,34,0,1.11000001430511,304,102,202
591,363,"Nigeria","Nigeria","Military faction",475,2,"",1966,1966,3,1,500,785,911,86,86,404,904,0,0.550000011920929,127,1,2,16,0,1,0,785,6.66568374633789,6.81454277038574,4.84418725967407,0.978155672550201,1,404,6.00141477584839,2,16,0.6931471824646,2.7725887298584,0,NA,0,NA,1,442,60,194.300003051758,30.8800830841064,6.58616924285889,21.3282108306885,163216,1,-1.04999995231628,-1.10000002384186,-0.949999988079071,10,24,13,34,0,1.11000001430511,304,102,202
600,365,"Oman","Oman, Iran, Jordan, United Kingdom","PFLOAG  , South Yemen",698,2,"",1972,1975,4,0,300,280,212,132,100,710,1010,410,0.889999985694885,2,1,3,NA,0,410,6.01615715026855,280,5.63478946685791,5.35658645629883,0.6931471824646,1.05193662643433,4,710,6.56526517868042,3,NA,1.0986123085022,NA,0,NA,0,NA,0,NA,9.80000019073486,32.7999992370605,29.8780479431152,4.62264156341553,15.471697807312,504100,168100,0.910000026226044,1.08000004291534,0.479999989271164,48,49,47,49,0,1.12000000476837,11,10,1
610,NA,"Pakistan","Pakistan","Baluchi separatists",770,1,"Baluchistan",1974,1977,3,1,300,280,771,36,36,1080,1380,780,0.649999976158142,138,0,43,5,1,780,6.65929412841797,280,5.63478946685791,6.64768838882446,4.92725372314453,0.847631394863129,4,1080,6.98471641540527,43,5,3.76120018959045,1.60943794250488,0,NA,0,NA,0,NA,141.199996948242,247.800003051758,56.9814376831055,18.3138790130615,32.140079498291,1166400,608400,-0.649999976158142,-0.759999990463257,-0.769999980926514,9,9,9,9,0,1.10000002384186,154,170,-16
611,368,"Pakistan","Pakistan","Mukti Bahini: Liberation Force",770,1,"East Pakistan",1971,1971,3,1,300,280,771,36,36,1959,2259,1659,0.649999976158142,138,0,43,5,1,1659,7.41397047042847,280,5.63478946685791,6.64768838882446,4.92725372314453,0.847631394863129,1,1959,7.58018922805786,43,5,3.76120018959045,1.60943794250488,0,NA,0,NA,0,NA,141.199996948242,247.800003051758,56.9814376831055,18.3138790130615,32.140079498291,3837681,2752281,-0.649999976158142,-0.759999990463257,-0.769999980926514,9,9,9,9,0,1.10000002384186,154,170,-16
612,369,"Pakistan","Pakistan","MQM",770,2,"",1995,1996,3,1,50,10,771,1,1,1146,1196,1096,0.649999976158142,138,0,43,5,0,1096,6.99942255020142,10,2.30258512496948,6.64768838882446,4.92725372314453,0.346373796463013,2,1146,7.04403305053711,43,5,3.76120018959045,1.60943794250488,0,NA,0,NA,0,NA,141.199996948242,247.800003051758,56.9814376831055,18.3138790130615,32.140079498291,1313316,1201216,-0.649999976158142,-0.759999990463257,-0.769999980926514,9,9,9,9,0,1.10000002384186,154,170,-16
613,370,"Panama","Panama","Military faction",95,2,"",1989,1989,3,0,50,10,74,14,14,0,50,0,0.689999997615814,3,0,12,44,0,1,0,10,2.30258512496948,4.30406522750854,1.0986123085022,0.534979164600372,1,5,1.60943794250488,12,44,2.4849066734314,3.78418970108032,0,NA,0,NA,0,NA,4,11.5,34.7826080322266,5.40540552139282,15.5405406951904,25,1,0.150000005960464,-0.389999985694885,-0.46000000834465,100,100,100,100,0,1.10000002384186,35,0,35
620,NA,"Papua New Guinea","Papua New Guinea","BRA",910,1,"Bougainville",1989,1996,3,1,100,30,453,7,7,951,1051,851,0.469999998807907,5,0,36,93,0,851,6.74641227722168,30,3.40119743347168,6.11589193344116,1.60943794250488,0.55612450838089,8,951,6.85751390457153,36,93,3.58351898193359,4.53259944915771,0,NA,0,NA,0,NA,0.600000023841858,19.6000003814697,3.06122446060181,0.132450327277184,4.32671070098877,904401,724201,-0.400000005960464,-0.310000002384186,-0.850000023841858,70,69,69,69,0,1.14999997615814,9,10,-1
630,374,"Paraguay","Paraguay","Military faction",150,2,"",1989,1989,3,0,50,10,397,3,3,0,50,0,0.870000004768372,5,0,1,32,0,1,0,10,2.30258512496948,5.98393630981445,1.60943794250488,0.384794384241104,1,5,1.60943794250488,1,32,0,3.465735912323,0,NA,0,NA,0,NA,3,25.8999996185303,11.5830116271973,0.755667507648468,6.52392959594727,25,1,-0.569999992847443,-0.699999988079071,-0.959999978542328,0,0,32,55,1,NA,0,12,-12
631,375,"Paraguay","Paraguay","Military faction",150,2,"",1954,1954,3,NA,150,70,397,18,18,156,306,6,0.870000004768372,5,0,1,32,0,6,1.7917594909668,70,4.24849510192871,5.98393630981445,1.60943794250488,0.709983348846436,1,156,5.04985618591309,1,32,0,3.465735912323,0,NA,0,NA,0,NA,3,25.8999996185303,11.5830116271973,0.755667507648468,6.52392959594727,24336,36,-0.569999992847443,-0.699999988079071,-0.959999978542328,0,0,32,55,1,NA,0,12,-12
632,376,"Paraguay","Paraguay","Opposition coalition (Febreristas, Liberals and Communists)",150,2,"",1947,1947,3,1,50,30,397,8,8,0,50,0,0.870000004768372,5,0,1,32,0,1,0,30,3.40119743347168,5.98393630981445,1.60943794250488,0.568387985229492,1,5,1.60943794250488,1,32,0,3.465735912323,0,NA,0,NA,0,NA,3,25.8999996185303,11.5830116271973,0.755667507648468,6.52392959594727,25,1,-0.569999992847443,-0.699999988079071,-0.959999978542328,0,0,32,55,1,NA,0,12,-12
640,377,"Peru","Peru","MIR , Túpac Amaru , ELN",135,2,"",1965,1966,3,0,400,500,1280,39,39,441,841,41,0.779999971389771,26,1,48,66,0,41,3.71357202529907,500,6.21460819244385,7.15461540222168,3.25809645652771,0.86861526966095,2,441,6.08904504776001,48,66,3.8712010383606,4.18965482711792,0,NA,1,386,0,NA,8.69999980926514,72.9000015258789,11.9341564178467,0.6796875,5.6953125,194481,1681,-0.529999971389771,-0.519999980926514,-0.200000002980232,17,56,24,56,0,NA,60,10,50
641,NA,"Peru","Peru","Sendero Luminoso, Sendero Rojo, MRTA",135,2,"",1980,1999,3,0,700,1540,1280,120,100,332,1032,0,0.779999971389771,26,1,48,66,0,1,0,1540,7.33953762054443,7.15461540222168,3.25809645652771,1.02584660053253,20,332,5.80513477325439,48,66,3.8712010383606,4.18965482711792,0,NA,1,288,0,NA,8.69999980926514,72.9000015258789,11.9341564178467,0.6796875,5.6953125,110224,1,-0.529999971389771,-0.519999980926514,-0.200000002980232,17,56,24,56,0,NA,60,10,50
650,NA,"Philippines","Philippines","Abu Sayyaf, MILF",840,1,"Mindanao",1994,2000,3,1,500,785,298,263,100,846,1346,346,0.550000011920929,76,0,21,46,0,346,5.84643888473511,785,6.66568374633789,5.69709348678589,4.33073329925537,1.17001485824585,7,846,6.74051952362061,21,46,3.04452252388,3.82864141464233,0,NA,0,NA,0,NA,39.5,199.899993896484,19.759880065918,13.255033493042,67.0805358886719,715716,119716,0.270000010728836,-0.0799999982118607,-0.230000004172325,100,100,100,100,0,1.07000005245209,230,56,174
651,NA,"Philippines","Philippines","MNLF",840,1,"Mindanao",1970,1988,3,1,500,785,298,263,100,846,1346,346,0.550000011920929,76,0,21,46,0,346,5.84643888473511,785,6.66568374633789,5.69709348678589,4.33073329925537,1.17001485824585,19,846,6.74051952362061,21,46,3.04452252388,3.82864141464233,0,NA,0,NA,0,NA,39.5,199.899993896484,19.759880065918,13.255033493042,67.0805358886719,715716,119716,0.270000010728836,-0.0799999982118607,-0.230000004172325,100,100,100,100,0,1.07000005245209,230,56,174
652,391,"Philippines","Philippines","Huk",840,2,"",1946,1951,3,0,300,280,298,94,94,288,588,0,0.550000011920929,76,0,21,46,0,1,0,280,5.63478946685791,5.69709348678589,4.33073329925537,0.989063918590546,6,288,5.66296052932739,21,46,3.04452252388,3.82864141464233,0,NA,0,NA,0,NA,39.5,199.899993896484,19.759880065918,13.255033493042,67.0805358886719,82944,1,0.270000010728836,-0.0799999982118607,-0.230000004172325,100,100,100,100,0,1.07000005245209,230,56,174
653,NA,"Philippines","Philippines","NPA, RAM-SFP, Military faction",840,2,"",1972,1994,3,0,700,1540,298,517,100,358,1058,0,0.550000011920929,76,0,21,46,0,1,0,1540,7.33953762054443,5.69709348678589,4.33073329925537,1.28829514980316,23,358,5.88053321838379,21,46,3.04452252388,3.82864141464233,0,NA,0,NA,0,NA,39.5,199.899993896484,19.759880065918,13.255033493042,67.0805358886719,128164,1,0.270000010728836,-0.0799999982118607,-0.230000004172325,100,100,100,100,0,1.07000005245209,230,56,174
654,398,"Philippines","Philippines","NPA",840,2,"",1999,2000,3,0,500,785,298,263,100,358,858,0,0.550000011920929,76,0,21,46,0,1,0,785,6.66568374633789,5.69709348678589,4.33073329925537,1.17001485824585,2,358,5.88053321838379,21,46,3.04452252388,3.82864141464233,0,NA,0,NA,0,NA,39.5,199.899993896484,19.759880065918,13.255033493042,67.0805358886719,128164,1,0.270000010728836,-0.0799999982118607,-0.230000004172325,100,100,100,100,0,1.07000005245209,230,56,174
660,NA,"Rhodesia","Rhodesia","ZANU , ZAPU",552,2,"",1972,1979,3,1,400,500,387,129,100,144,544,0,0.490000009536743,12,1,3,23,1,1,0,500,6.21460819244385,5.95842456817627,2.4849066734314,1.04299521446228,8,144,4.96981334686279,3,23,1.0986123085022,3.13549423217773,0,NA,1,237,0,NA,8.60000038146973,18.2999992370605,46.9945373535156,2.22222232818604,4.72868204116821,20736,1,-0.540000021457672,-0.150000005960464,-0.319999992847443,0,0,0,0,1,1.14999997615814,0,28,-28
670,401,"Romania","Romania","National Salvation Front",360,2,"",1989,1989,3,0,300,280,230,122,100,195,495,0,0.239999994635582,22,0,17,29,0,1,0,280,5.63478946685791,5.43807935714722,3.09104251861572,1.036172747612,1,195,5.27299976348877,17,29,2.83321332931519,3.36729574203491,0,NA,1,201,1,136,103.599998474121,153.300003051758,67.5799102783203,45.0434799194336,66.6521759033203,38025,1,0.0199999995529652,-0.0900000035762787,-0.46000000834465,7,5,48,52,0,NA,70,100,-30
680,NA,"Russia","Russia","Republic of Chechnya",365,1,"Chechnya",1994,2000,3,1,100,30,16889,0,0,1502,1602,1402,0.910000026226044,145,0,14,45,0,1402,7.24565505981445,30,3.40119743347168,9.73441791534424,4.97673368453979,0.349399149417877,7,1502,7.31455278396606,14,45,2.63905739784241,3.80666255950928,0,NA,0,NA,0,NA,752,952,78.9916000366211,4.45260238647461,5.63680505752563,2256004,1965604,-0.689999997615814,-0.720000028610229,-0.620000004768372,1,6,2,8,0,NA,38,8,30
681,405,"Russia","Russia","Republic of Dagestan",365,1,"Dagestan",1999,1999,3,1,250,200,16889,1,1,1571,1821,1321,0.910000026226044,145,0,14,45,0,1321,7.18614435195923,200,5.29831743240356,9.73441791534424,4.97673368453979,0.544287025928497,1,1571,7.35946750640869,14,45,2.63905739784241,3.80666255950928,0,NA,0,NA,0,NA,752,952,78.9916000366211,4.45260238647461,5.63680505752563,2468041,1745041,-0.689999997615814,-0.720000028610229,-0.620000004768372,1,6,2,8,0,NA,38,8,30
682,406,"Russia","Russia","Parliamentary forces",365,2,"",1993,1993,3,0,50,10,16889,0,0,0,50,0,0.910000026226044,145,0,14,45,0,1,0,10,2.30258512496948,9.73441791534424,4.97673368453979,0.236540600657463,1,5,1.60943794250488,14,45,2.63905739784241,3.80666255950928,0,NA,0,NA,0,NA,752,952,78.9916000366211,4.45260238647461,5.63680505752563,25,1,-0.689999997615814,-0.720000028610229,-0.620000004768372,1,6,2,8,0,NA,38,8,30
690,NA,"Rwanda","Rwanda","FPR",517,2,"",1990,1994,3,1,100,30,25,120,100,10,110,0,0.330000013113022,9,0,73,10,1,1,0,30,3.40119743347168,3.21887588500977,2.19722461700439,1.05664134025574,5,10,2.30258512496948,73,10,4.29045963287354,2.30258512496948,0,NA,0,NA,0,NA,1,12,8.33333301544189,4,48,100,1,NA,-1.20000004768372,NA,0,0,0,0,1,1.44000005722046,0,259,-259
691,NA,"Rwanda","Rwanda","Opposition alliance",517,2,"",1998,2000,3,1,100,30,25,120,100,10,110,0,0.330000013113022,9,0,73,10,1,1,0,30,3.40119743347168,3.21887588500977,2.19722461700439,1.05664134025574,3,10,2.30258512496948,73,10,4.29045963287354,2.30258512496948,0,NA,0,NA,0,NA,1,12,8.33333301544189,4,48,100,1,NA,-1.20000004768372,NA,0,0,0,0,1,1.44000005722046,0,259,-259
700,412,"Saudi Arabia","Saudi Arabia","Juhayman Movement",670,2,"",1979,1979,3,0,50,10,2150,0,0,789,839,739,0.569999992847443,21,0,12,1,0,739,6.60529804229736,10,2.30258512496948,7.67322301864624,3.04452252388,0.300080567598343,1,789,6.67076635360718,12,1,2.4849066734314,0,0,NA,0,NA,0,NA,44.0999984741211,146.5,30.102388381958,2.05116271972656,6.8139533996582,622521,546121,0.239999994635582,0.490000009536743,-0.579999983310699,12,27,13,27,0,1.07000005245209,19,7,12
710,NA,"Senegal","Senegal","MFDC",433,1,"Casamance",1990,2000,3,0,150,70,193,36,36,356,506,206,0.839999973773956,10,1,0,39,1,206,5.32787609100342,70,4.24849510192871,5.26269006729126,2.30258512496948,0.807285845279694,11,356,5.87493085861206,1,39,0,3.66356158256531,0,NA,0,NA,0,NA,4.19999980926514,14.5,28.9655170440674,2.17616581916809,7.51295328140259,126736,42436,-0.870000004768372,-0.100000001490116,-0.239999994635582,24,61,59,86,0,1.13999998569489,110,23,87
