"ID","conflict_name","ccode","cname","region","secession","battledeadbest","lnbdb","battledeadlow","lnbdl","battledeadhigh","lnbdh","pop","lnpop","dper100k","begin","end","duration","lnduration","rate","lnrate","cw","intervention","democ","lngdp","gdpsq","milper","milperpop","lnmilperpop","milex","milqual","lnmilqual","milq2","mountain","lnmountain","ethfrac","lnethfrac","relfrac","lnrelfrac","relpolar","ethnicpolar"
1270,"Costa Rica 1948",94,"COS",2,0,2000,7.60090255737305,2000,7.60090255737305,2000,7.60090255737305,766000,13.5489377975464,261.096618652344,1948,1948,1,0,2000,7.60090255737305,1,1,1,7.19668674468994,10.1503505706787,1,1.30548301058298e-06,-13.5489377975464,1411,1411,7.25205373764038,14.8021926879883,22.2000026702881,3.14415240287781,0.071090042591095,-2.64380788803101,0.257799983024597,-1.35557126998901,1,0
1293,"India (Naxalites 1996-2002)",750,"IND",3,1,1494,7.30921220779419,1494,7.30921220779419,1494,7.30921220779419,929358016,20.6500053405762,0.160756126046181,1996,2002,7,1.94591009616852,213.428573608398,5.36330223083496,0,0,1,7.29715728759766,11.414870262146,1260,1.35577465698589e-06,-13.5111379623413,9992000,7930.15869140625,8.97842788696289,16.9863662719727,12.9000005722046,2.63188886642456,0.886478185653687,-0.120498761534691,0.33840000629425,-1.08352661132812,1,1
1320,"South Korea 1948-50",732,"ROK",4,0,31525,10.3585357666016,31525,10.3585357666016,31525,10.3585357666016,20208000,16.8215885162354,156.002578735352,1948,1950,3,1.0986123085022,10508.3330078125,9.25992393493652,1,1,0,6.22851085662842,13.0085763931274,69,3.41448935614608e-06,-12.5874824523926,12245,177.463775634766,5.17876672744751,15.9250507354736,8.90000057220459,2.29253506660461,0.00411750003695488,-5.49250888824463,0.537400007247925,-0.621012568473816,1,0
1330,"North Yemen 1948",678,"YEM",6,0,4000,8.29404926300049,4000,8.29404926300049,4000,8.29404926300049,3169000,14.9689264297485,126.222785949707,1948,1948,1,0,4000,8.29404926300049,1,0,0,3.91202306747437,14.0510768890381,18,5.68002542422619e-06,-12.0785551071167,NA,NA,NA,NA,27.2000007629395,3.33932209014893,0.037243664264679,-3.29027342796326,0.639999985694885,-0.446287125349045,1,0
1331,"North Yemen 1962-70",678,"YEM",6,0,50000,10.8197784423828,15000,9.61580562591553,100000,11.5129251480103,4129000,15.233546257019,1210.94702148438,1962,1970,9,2.19722461700439,5555.5556640625,8.62255382537842,1,1,0,5.01727962493896,13.862943649292,1,2.42189400978532e-07,-15.2335453033447,7000,7000,8.85366535186768,16.5635604858398,27.2000007629395,3.33932209014893,0.037243664264679,-3.29027342796326,0.639999985694885,-0.446287125349045,1,0
1362,"Guatemala 1965-95",90,"GUA",2,0,46300,10.7428970336914,46300,10.7428970336914,46300,10.7428970336914,4388000,15.2943840026855,1055.150390625,1965,1995,31,3.43398714065552,1493.54833984375,7.30890989303589,1,1,0,7.47929954528809,12.780481338501,9,2.05104834094527e-06,-13.0971593856812,12700,1411.11108398438,7.25213289260864,14.8020572662354,42.0999946594238,3.76352286338806,0.643684148788452,-0.44054713845253,0.373600006103516,-0.984569549560547,1,1
1390,"China (Tibet 1950)",710,"CHN",4,1,5000,8.51719284057617,2000,7.60090255737305,5000,8.51719284057617,567558976,20.1568546295166,0.880965709686279,1950,1950,1,0,5000,8.51719284057617,1,0,0,5.53733444213867,13.6509199142456,2570,4.52816357210395e-06,-12.305193901062,2030000,789.883239746094,6.67188501358032,15.4452629089355,37.4000015258789,3.64805746078491,0.118452370166779,-2.13324427604675,0.550999999046326,-0.596020460128784,1,0
1391,"China (Tibet 1956)",710,"CHN",4,1,4000,8.29404926300049,4000,8.29404926300049,4000,8.29404926300049,614649984,20.2365627288818,0.650776863098145,1956,1956,1,0,4000,8.29404926300049,1,0,0,5.87211799621582,13.4186086654663,3000,4.88082650917931e-06,-12.2301959991455,2575000,858.333312988281,6.75499248504639,15.3837203979492,37.4000015258789,3.64805746078491,0.118452370166779,-2.13324427604675,0.550999999046326,-0.596020460128784,1,0
1392,"China (Tibet) 1959",710,"CHN",4,1,67000,11.1124477386475,67000,11.1124477386475,67000,11.1124477386475,659939968,20.3076591491699,10.1524381637573,1959,1959,1,0,67000,11.1124477386475,1,0,0,6.09807443618774,13.1860885620117,3182,4.82165069115581e-06,-12.2423944473267,5894070,1852.31616210938,7.52419233322144,14.1742496490479,37.4000015258789,3.64805746078491,0.118452370166779,-2.13324427604675,0.550999999046326,-0.596020460128784,1,0
1400,"Indonesia (South Moluccas)",850,"INS",4,1,5000,8.51719284057617,5000,8.51719284057617,5000,8.51719284057617,74800000,18.1303291320801,6.68449211120605,1950,1950,1,0,5000,8.51719284057617,1,0,0,5.70378255844116,13.5484476089478,200,2.6737968710222e-06,-12.8320112228394,256429,1282.14501953125,7.15628957748413,14.9536628723145,10.5,2.44234704971313,0.764058351516724,-0.269111126661301,0.221599996089935,-1.50688135623932,0,1
1431,"Thailand (CPT)",800,"THI",4,0,6604,8.79543113708496,6508,8.78078746795654,6804,8.82526588439941,34676000,17.3615589141846,19.0448722839355,1970,1982,13,2.56494927406311,508,6.23048162460327,1,1,0,7.24494171142578,10.8410720825195,175,5.0467183427827e-06,-12.1967725753784,189611,1083.49145507812,6.98794412612915,15.1667881011963,5.40000009536743,1.85629796981812,0.663652122020721,-0.409997165203094,0.09579998254776,-2.34549283981323,0,1
1451,"Cuba (1957-8)",40,"CUB",2,0,5000,8.51719284057617,5000,8.51719284057617,5000,8.51719284057617,6513000,15.6893110275269,76.7695388793945,1957,1958,2,0.6931471824646,2500,7.82404613494873,1,0,0,7.83478832244873,14.4186811447144,13,1.99600799533073e-06,-13.124361038208,51000,3923.07690429688,8.27463150024414,13.5468425750732,4.44178438186646,1.69410705566406,0.0357236266136169,-3.33194303512573,0.254999995231628,-1.36649179458618,1,1
